cluster,centroid_lat,centroid_lon
0,46.52778999999999,6.597920000000002
1,46.52841769583334,6.604607133035714
2,46.52641439285715,6.609641059523809
3,46.526430226470964,6.610363595031567
4,46.526325648262976,6.612295597581169
5,46.52623188750001,6.614252990972222
6,46.52616507407407,6.615940272222223
7,46.526081657888476,6.616679468533834
8,46.52461776363637,6.6153841575757575
9,46.524746872727285,6.614666010606061
10,46.52559757,6.6110841591666665
11,46.52471425586112,6.612496248095238
12,46.52453837236961,6.613893225873015
13,46.521103140079354,6.620720459722222
14,46.520749395454544,6.621388665909091
15,46.52372483525641,6.619653125
16,46.52370536785714,6.621006992261905
17,46.52373115128204,6.6214162384615385
18,46.52365642727273,6.622269660606062
19,46.523645404545455,6.6231699636363635
20,46.52472141333333,6.621604661666668
21,46.525081997549016,6.620747519607843
22,46.525332938351845,6.620191232212964
23,46.52559858434066,6.619599020217744
24,46.52626794042858,6.61906695195238
25,46.52652663888889,6.618751994444445
26,46.52698647764228,6.618061458069106
27,46.52734601666667,6.617585290909091
28,46.5276443360107,6.6173020939073774
29,46.527907452380944,6.616504108333333
30,46.528585445277784,6.6150228449999995
31,46.529824457500006,6.613689914166667
32,46.53128285773646,6.614503214839986
33,46.53161694615385,6.6140532961538465
34,46.5313668165528,6.613606832784679
35,46.53109700166667,6.613136918333334
36,46.531511342592594,6.612283957037038
37,46.532475954865426,6.611559971635609
38,46.533299407356324,6.610900699597701
39,46.53419768248727,6.611410052129913
40,46.534676617777784,6.612304860000001
41,46.53433174003869,6.612559198684524
42,46.533599462293964,6.611803697397741
43,46.53286056057359,6.612405161963686
44,46.53256399621315,6.613511325385487
45,46.532224925,6.613568775
46,46.53185118162056,6.613068603378161
47,46.5318844,6.612727
48,46.53300967166666,6.613917753819444
49,46.533002588708825,6.612957223129116
50,46.53366286705285,6.612477517378048
51,46.54004661212121,6.61093338030303
52,46.5398755198718,6.610217082692307
53,46.534957661904755,6.613199822619049
54,46.533782721158005,6.6139254591450225
55,46.53286949107143,6.614535274404764
56,46.53212915555555,6.615007699999999
57,46.53146581309524,6.615464483128078
58,46.53012818998016,6.616575970734128
59,46.53178229848484,6.617597748484848
60,46.53096762692308,6.617924494230771
61,46.53066925097223,6.6183866233333335
62,46.53011166949405,6.618325233928571
63,46.529703226547625,6.617519181547619
64,46.53692104063162,6.618785873743387
65,46.53031339090909,6.616223265559441
66,46.53747705902777,6.617833613194443
67,46.53873788706349,6.617276238809524
68,46.5363717387166,6.6186272512755915
69,46.53620500625,6.618970695833333
70,46.53565211875,6.62028715625
71,46.53542288782051,6.620440292307693
72,46.534963887083336,6.620624779027779
73,46.53457275538961,6.620609479691322
74,46.53398584666667,6.617750154166666
75,46.53491292692308,6.616858277564102
76,46.53588389257259,6.6161964732578395
77,46.53632078333334,6.615687975595237
78,46.53644327814815,6.616067575416666
79,46.535233776587305,6.61699405515873
80,46.534676455833335,6.617485743333335
81,46.53727387557472,6.6145801150862065
82,46.53770577727273,6.614197024242424
83,46.53796688333333,6.613514589166666
84,46.53864830966667,6.612851845833333
85,46.538813482341276,6.612755263095239
86,46.53900649943723,6.612375562705628
87,46.53969820327779,6.612342704222221
88,46.54170403880777,6.612119789874591
89,46.536009103472225,6.615442461111112
90,46.53524145714287,6.61604747857143
91,46.533656646788124,6.6186256367556515
92,46.533543462692315,6.619119575897437
93,46.53301145227273,6.619005722727272
94,46.53276601291667,6.618593987500001
95,46.532495774999994,6.617910527380952
96,46.53295365564059,6.617102145308958
97,46.53354223180555,6.616413943333334
98,46.53436786229798,6.615710959520202
99,46.534951672641725,6.615198531984126
100,46.53537734960317,6.614862889285714
101,46.53583746666668,6.614405464855072
102,46.53633016145299,6.613971528803418
103,46.53677440743589,6.613455771794871
104,46.5306770725,6.617732148333333
105,46.5305088,6.617441422727273
106,46.53037603461538,6.617072635897437
107,46.52965850512821,6.615894313525642
108,46.53040883589637,6.615411066652661
109,46.530070206349215,6.614855197619048
110,46.529602583137255,6.614162900294117
111,46.53048724,6.61256584
112,46.53094662777778,6.611894925694444
113,46.53123243662281,6.611369026096491
114,46.53157207499999,6.611016128571429
115,46.531709874305555,6.610675977083333
116,46.53263259807693,6.610565357692309
117,46.53228773125,6.610722846527778
118,46.53205630555556,6.610860528333334
119,46.52790872312872,6.614585478861608
120,46.52734656620985,6.615443486201737
121,46.52654460319264,6.616883399747476
122,46.52617995944444,6.618070051999999
123,46.52571351315968,6.613006168927043
124,46.52558078280566,6.614704167742509
125,46.52546493913134,6.615642847817897
126,46.52538837392677,6.616369999703283
127,46.52549657916667,6.6169153991666665
128,46.52571738113163,6.617619317974388
129,46.52528058181818,6.617970443939395
130,46.5248164269697,6.6175385757575755
131,46.52454789814814,6.617303507407407
132,46.524592974230764,6.6165086669230755
133,46.525344805833335,6.618333038357143
134,46.52516066071429,6.618699974880952
135,46.52499006180556,6.6189549874999996
136,46.524884759500004,6.619306114166667
137,46.52464187994988,6.619743450485589
138,46.52444295555556,6.620166276060607
139,46.52428689351587,6.620550244325398
140,46.52420393222222,6.6210333538888895
141,46.525985284027776,6.617149981250001
142,46.527915809090906,6.614176418181819
143,46.52805531435899,6.613903978076921
144,46.52827607179487,6.613119596153847
145,46.52857815694444,6.612394073611111
146,46.528602696682036,6.611795721228879
147,46.52887436706349,6.611150176190476
148,46.52897875972223,6.610569759722221
149,46.52908702121212,6.610164827272727
150,46.528648615376355,6.609681135053763
151,46.52834922986111,6.610475704861113
152,46.52817993346154,6.610915563782052
153,46.52798583333333,6.611329166666667
154,46.527290271666665,6.6127210866666655
155,46.52672086111112,6.613027493055555
156,46.52628775222222,6.61358396
157,46.52677581363636,6.615583465909091
158,46.526889704590914,6.614273143275253
159,46.52714890454546,6.61354470530303
160,46.5263478144413,6.611306415983646
161,46.52704508578432,6.607736404215686
162,46.52692514583333,6.607141254166667
163,46.52711815444445,6.606682010694445
164,46.527303269111115,6.6062649762222225
165,46.527593403125,6.605528839583334
166,46.5284253,6.5971483
167,46.52356902062891,6.6021507007756135
168,46.52279697611111,6.60929441962963
169,46.522034639973214,6.610762427386134
170,46.5216352,6.6124355
171,46.5215008,6.6128789
172,46.52123178083333,6.613018040833333
173,46.520380921333334,6.612971476
174,46.52013403076923,6.612861338461538
175,46.51980581723052,6.612787019337662
176,46.51939316666667,6.6098340166666665
177,46.519275280892856,6.609566899484127
178,46.51956167619047,6.608834292857144
179,46.52005787633334,6.607872085666666
180,46.520239458055556,6.6075134825
181,46.52026877953704,6.606974395185186
182,46.51947286037037,6.608108390925926
183,46.51929736966666,6.608465868666667
184,46.519106321147184,6.609236027207792
185,46.51912385160256,6.612539014102565
186,46.518324696666674,6.613351847
187,46.517939526666666,6.6134254815
188,46.51816983714286,6.612566171632652
189,46.518017400000005,6.6104043
190,46.51784641166667,6.6106827
191,46.51769404472223,6.611060244642857
192,46.51758523449036,6.611440501280992
193,46.51748791111111,6.611706828888889
194,46.51719431825563,6.6127198172470845
195,46.51691255909091,6.609519333333333
196,46.51686975670634,6.608099492572752
197,46.51700110583333,6.605591328
198,46.51685045833333,6.606796699999999
199,46.51684667238095,6.607121280238095
200,46.51679349166667,6.6090516388888885
201,46.51673757925926,6.609969282698413
202,46.51667910092593,6.6103746268518515
203,46.5167337,6.610728
204,46.51626728356499,6.610849306718147
205,46.51611683454781,6.60996702438688
206,46.51635844819497,6.609368191353517
207,46.517963259374994,6.609191516666666
208,46.51855357433333,6.608231295333333
209,46.51733509351852,6.605218247222222
210,46.51750313611111,6.60624177361111
211,46.51778077916667,6.606701865694444
212,46.51836925045455,6.6076717959090905
213,46.51896756111111,6.608663280000001
214,46.52079876,6.613016408333334
215,46.520816466250004,6.612662699722222
216,46.52078234569444,6.612181936944444
217,46.52076984229437,6.611722541937229
218,46.520891600039285,6.611063023583989
219,46.52060106302379,6.610286126896393
220,46.52033115515151,6.610066313333334
221,46.52124794649573,6.6105352143589755
222,46.521353166060614,6.609848027727273
223,46.521428670027774,6.609458055749999
