cluster,centroid_lat,centroid_lon
0,46.52256773196562,6.628228701089027
1,46.522303311787894,6.629148313813776
2,46.52151549153951,6.630175741715888
3,46.52194398720908,6.629645810346414
4,46.52293735109083,6.629637950677644
5,46.52266412114341,6.62780807057175
6,46.52046459287575,6.6301546889333345
7,46.52038062905945,6.631667219797772
8,46.520844809832425,6.632842721035196
9,46.52110211089163,6.632757002083073
10,46.520953002182985,6.635087934112173
11,46.52090152848953,6.635751323342122
12,46.520951512957005,6.634452533392829
13,46.520546523385974,6.629297633851424
14,46.52063972303319,6.628502815460275
15,46.52119392183064,6.626498168375989
16,46.5213691604584,6.625550207751061
17,46.52153730900261,6.624766744556531
18,46.52268130359848,6.625297790814394
19,46.5222039913269,6.627052458401786
20,46.52116188354128,6.629287545112181
21,46.521391986491636,6.628151982131471
22,46.5223539585994,6.62625043877819
23,46.52266435804836,6.626380121876433
24,46.522982181904766,6.623670438095238
25,46.5230717529485,6.6227507545693785
26,46.52228097315238,6.623567928447619
27,46.52348711850001,6.620018504666666
28,46.523791496935914,6.618555057946301
29,46.52387956558531,6.61803347442791
30,46.52408982498588,6.617428124708193
31,46.52470304653421,6.61457206123005
32,46.52310072397613,6.630397161579012
33,46.52351162633035,6.629369420860279
34,46.52339621549723,6.628418813970191
35,46.523546894423085,6.62794477831502
36,46.523341985634374,6.627145715791928
37,46.523927689043205,6.628120402367727
38,46.524525148887655,6.62588153580982
39,46.524583340379046,6.626536538495023
40,46.52387278857168,6.626083404585708
41,46.523982786254244,6.6269608684402765
42,46.52365445329535,6.627473549791073
43,46.52362809248587,6.623753481814407
44,46.52532208416475,6.620302712071135
45,46.52584476349355,6.619564058243172
46,46.52684730896164,6.618271670572091
47,46.52703584241544,6.6179139843288555
48,46.5272928430586,6.617558155552503
49,46.52753602321061,6.617147494229811
50,46.52778999766638,6.597920011515494
51,46.527953292279115,6.6162700556590215
52,46.52833981460765,6.615517597862394
53,46.528718424365486,6.614760161556716
54,46.529814990113145,6.613595905692969
55,46.53068282003735,6.612918068837534
56,46.53020635195587,6.613663748684585
57,46.528502037457486,6.615173086564625
58,46.52479515634708,6.621382971158093
59,46.52148064250033,6.616472769736218
60,46.52229387820432,6.6161076889328045
61,46.52228117036636,6.617177766993671
62,46.52226404553435,6.6179229647540945
